2021-07-02 10:42:40,844 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/ll_chat_login') 超时时间：10 访问频率：0.5
2021-07-02 10:42:41,644 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/ll_chat_login')
2021-07-02 10:42:41,647 INFO [root] [base.py (__init__:18] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="b9dc953f-9b53-4996-a704-0e0477654ddf")>
2021-07-02 10:42:41,656 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/iv_tabbar_letter') 超时时间：10 访问频率：0.5
2021-07-02 10:42:45,702 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/iv_tabbar_letter')
2021-07-02 10:42:45,705 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="家乡"]') 超时时间：10 访问频率：0.5
2021-07-02 10:42:49,325 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="家乡"]')
2021-07-02 10:42:49,329 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="本地好店"]') 超时时间：10 访问频率：0.5
2021-07-02 10:42:49,579 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="本地好店"]')
2021-07-02 10:42:49,584 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="立即免费开店"]') 超时时间：10 访问频率：0.5
2021-07-02 10:42:50,806 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="立即免费开店"]')
2021-07-02 10:42:50,808 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View/android.view.View[2]/android.view.View[3]/android.widget.EditText') 超时时间：10 访问频率：0.5
2021-07-02 10:42:52,211 INFO [root] [base.py (base_input:48] - 正在对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View/android.view.View[2]/android.view.View[3]/android.widget.EditText') 执行清空操作
2021-07-02 10:42:52,812 INFO [root] [base.py (base_input:51] - 对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View/android.view.View[2]/android.view.View[3]/android.widget.EditText') 执行 输入：北京好店1
2021-07-02 10:42:52,815 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[6]/android.view.View[2]/android.widget.EditText[1]') 超时时间：10 访问频率：0.5
2021-07-02 10:42:53,457 INFO [root] [base.py (base_input:48] - 正在对元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[6]/android.view.View[2]/android.widget.EditText[1]') 执行清空操作
2021-07-02 10:42:53,987 INFO [root] [base.py (base_input:51] - 对元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[6]/android.view.View[2]/android.widget.EditText[1]') 执行 输入：12345678901234567890
2021-07-02 10:42:53,991 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="请正确选择>"]') 超时时间：10 访问频率：0.5
2021-07-02 10:42:54,721 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="请正确选择>"]')
2021-07-02 10:42:54,724 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="小吃店"]') 超时时间：10 访问频率：0.5
2021-07-02 10:42:55,864 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="小吃店"]')
2021-07-02 10:42:55,866 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="完成"]') 超时时间：10 访问频率：0.5
2021-07-02 10:42:56,860 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="完成"]')
2021-07-02 10:42:56,862 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="定位并选择>"]') 超时时间：10 访问频率：0.5
2021-07-02 10:42:59,257 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="定位并选择>"]')
2021-07-02 10:42:59,260 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="选择此位置"]') 超时时间：10 访问频率：0.5
2021-07-02 10:42:59,542 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="选择此位置"]')
2021-07-02 10:43:00,709 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="发布"]') 超时时间：10 访问频率：0.5
2021-07-02 10:43:01,007 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="发布"]')
2021-07-02 10:43:01,010 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_action_bar_menu_back') 超时时间：10 访问频率：0.5
2021-07-02 10:43:02,811 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_action_bar_menu_back')
2021-07-02 10:43:04,819 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[2]/android.view.View[1]') 超时时间：10 访问频率：0.5
2021-07-02 10:43:04,963 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[2]/android.view.View[1]')
2021-07-02 10:43:04,971 INFO [root] [base.py (__init__:18] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="b9dc953f-9b53-4996-a704-0e0477654ddf")>
2021-07-02 10:43:04,977 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/iv_tabbar_letter') 超时时间：10 访问频率：0.5
2021-07-02 10:43:06,270 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/iv_tabbar_letter')
2021-07-02 10:43:06,272 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="家乡"]') 超时时间：10 访问频率：0.5
2021-07-02 10:43:09,502 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="家乡"]')
2021-07-02 10:43:09,505 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[1]/android.view.View[1]/android.view.View[1]/android.view.View[4]/android.widget.Image[1]') 超时时间：10 访问频率：0.5
2021-07-02 10:43:09,704 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[1]/android.view.View[1]/android.view.View[1]/android.view.View[4]/android.widget.Image[1]')
2021-07-02 10:43:09,706 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[1]/android.view.View[1]/android.view.View[1]/android.view.View[4]/android.view.View[2]/android.view.View[2]/android.view.View[1]/android.view.View[1]') 超时时间：10 访问频率：0.5
2021-07-02 10:43:10,536 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[1]/android.view.View[1]/android.view.View[1]/android.view.View[4]/android.view.View[2]/android.view.View[2]/android.view.View[1]/android.view.View[1]')
2021-07-02 10:43:10,539 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="图片/视频"]') 超时时间：10 访问频率：0.5
2021-07-02 10:43:11,830 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="图片/视频"]')
2021-07-02 10:43:11,836 INFO [root] [base.py (base_finds:32] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：2 访问频率：0.5
2021-07-02 10:43:12,849 INFO [root] [base.py (base_finds:32] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：2 访问频率：0.5
2021-07-02 10:43:12,897 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：10 访问频率：0.5
2021-07-02 10:43:13,004 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', "//*[@text='仅在使用中允许']")
2021-07-02 10:43:13,008 INFO [root] [base.py (base_finds:32] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：2 访问频率：0.5
2021-07-02 10:43:13,063 INFO [root] [base.py (base_finds:32] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：2 访问频率：0.5
2021-07-02 10:43:13,873 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：10 访问频率：0.5
2021-07-02 10:43:13,988 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', "//*[@text='仅在使用中允许']")
2021-07-02 10:43:13,998 INFO [root] [base.py (base_finds:32] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：2 访问频率：0.5
2021-07-02 10:43:19,672 INFO [root] [base.py (base_finds:32] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：2 访问频率：0.5
2021-07-02 10:43:25,402 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="选照片"]') 超时时间：10 访问频率：0.5
2021-07-02 10:43:25,506 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="选照片"]')
2021-07-02 10:43:25,510 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@resource-id="com.qjy.teleeye:id/mRecyclerView"]/android.widget.FrameLayout[2]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[1]/android.widget.FrameLayout[1]/android.widget.CheckBox[1]') 超时时间：10 访问频率：0.5
2021-07-02 10:43:27,359 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@resource-id="com.qjy.teleeye:id/mRecyclerView"]/android.widget.FrameLayout[2]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[1]/android.widget.FrameLayout[1]/android.widget.CheckBox[1]')
2021-07-02 10:43:27,363 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@resource-id="com.qjy.teleeye:id/tv_rightBtn"]') 超时时间：10 访问频率：0.5
2021-07-02 10:43:27,631 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@resource-id="com.qjy.teleeye:id/tv_rightBtn"]')
2021-07-02 10:43:27,633 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[1]/android.view.View[1]/android.widget.EditText') 超时时间：10 访问频率：0.5
2021-07-02 10:43:28,943 INFO [root] [base.py (base_input:48] - 正在对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[1]/android.view.View[1]/android.widget.EditText') 执行清空操作
2021-07-02 10:43:29,475 INFO [root] [base.py (base_input:51] - 对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[1]/android.view.View[1]/android.widget.EditText') 执行 输入：12345678901234567890
2021-07-02 10:43:31,480 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[2]/android.view.View[2]/android.widget.EditText') 超时时间：10 访问频率：0.5
2021-07-02 10:43:31,570 INFO [root] [base.py (base_input:48] - 正在对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[2]/android.view.View[2]/android.widget.EditText') 执行清空操作
2021-07-02 10:43:32,104 INFO [root] [base.py (base_input:51] - 对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[2]/android.view.View[2]/android.widget.EditText') 执行 输入：12345678901234567890
2021-07-02 10:43:32,108 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="提交"]') 超时时间：10 访问频率：0.5
2021-07-02 10:43:32,951 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="提交"]')
2021-07-02 10:43:32,954 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/iv_tabbar_me') 超时时间：10 访问频率：0.5
2021-07-02 10:43:35,968 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/iv_tabbar_me')
2021-07-02 10:43:35,971 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="我的发布"]') 超时时间：10 访问频率：0.5
2021-07-02 10:43:37,687 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="我的发布"]')
2021-07-02 10:43:37,691 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[1]/android.view.View[4]/android.view.View[1]/android.view.View[2]/android.view.View[1]/android.view.View[1]/android.view.View[1]') 超时时间：10 访问频率：0.5
2021-07-02 10:43:38,352 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[1]/android.view.View[4]/android.view.View[1]/android.view.View[2]/android.view.View[1]/android.view.View[1]/android.view.View[1]')
2021-07-02 10:43:41,147 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="删除"]') 超时时间：10 访问频率：0.5
2021-07-02 10:43:45,950 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="删除"]')
2021-07-02 10:43:45,952 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="确认"]') 超时时间：10 访问频率：0.5
2021-07-02 10:43:46,976 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="确认"]')
2021-07-02 10:43:46,978 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[2]/android.view.View[1]/android.view.View[1]') 超时时间：10 访问频率：0.5
2021-07-02 10:43:49,651 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[2]/android.view.View[1]/android.view.View[1]')
2021-07-02 10:44:45,935 INFO [root] [base.py (__init__:18] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="fec13c06-de6d-450e-a467-ad57a4d24ba4")>
2021-07-02 10:44:45,938 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_home_dialog_ok') 超时时间：10 访问频率：0.5
2021-07-02 10:44:46,858 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_home_dialog_ok')
2021-07-02 10:44:54,244 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_go_app') 超时时间：10 访问频率：0.5
2021-07-02 10:44:54,702 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_go_app')
2021-07-02 10:44:54,704 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：10 访问频率：0.5
2021-07-02 10:44:56,189 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', "//*[@text='仅在使用中允许']")
2021-07-02 10:44:56,190 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/iv_tabbar_me') 超时时间：10 访问频率：0.5
2021-07-02 10:44:58,348 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/iv_tabbar_me')
2021-07-02 10:44:58,352 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_info_head_name') 超时时间：10 访问频率：0.5
2021-07-02 10:44:59,605 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_info_head_name')
2021-07-02 10:44:59,609 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/ll_chat_login') 超时时间：10 访问频率：0.5
2021-07-02 10:45:00,403 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/ll_chat_login')
2021-07-02 10:45:00,406 INFO [root] [base.py (__init__:18] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="fec13c06-de6d-450e-a467-ad57a4d24ba4")>
2021-07-02 10:45:00,417 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/iv_tabbar_letter') 超时时间：10 访问频率：0.5
2021-07-02 10:45:04,299 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/iv_tabbar_letter')
2021-07-02 10:45:04,303 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="分类"]') 超时时间：10 访问频率：0.5
2021-07-02 10:45:07,186 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="分类"]')
2021-07-02 10:45:07,190 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="大学"]') 超时时间：10 访问频率：0.5
2021-07-02 10:45:09,159 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="大学"]')
2021-07-02 10:45:09,163 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="北京大学"]') 超时时间：10 访问频率：0.5
2021-07-02 10:45:10,314 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="北京大学"]')
2021-07-02 10:45:10,316 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="带我看"]') 超时时间：10 访问频率：0.5
2021-07-02 10:45:11,914 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="带我看"]')
2021-07-02 10:45:11,916 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/et_order_create_service_money') 超时时间：10 访问频率：0.5
2021-07-02 10:45:13,193 INFO [root] [base.py (base_input:48] - 正在对元素：('id', 'com.qjy.teleeye:id/et_order_create_service_money') 执行清空操作
2021-07-02 10:45:14,237 INFO [root] [base.py (base_input:51] - 对元素：('id', 'com.qjy.teleeye:id/et_order_create_service_money') 执行 输入：0.1
2021-07-02 10:45:14,238 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/et_order_create_demand') 超时时间：10 访问频率：0.5
2021-07-02 10:45:14,790 INFO [root] [base.py (base_input:48] - 正在对元素：('id', 'com.qjy.teleeye:id/et_order_create_demand') 执行清空操作
2021-07-02 10:45:15,309 INFO [root] [base.py (base_input:51] - 对元素：('id', 'com.qjy.teleeye:id/et_order_create_demand') 执行 输入：跑腿代购1
2021-07-02 10:45:15,311 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_order_create_pay') 超时时间：10 访问频率：0.5
2021-07-02 10:45:17,129 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_order_create_pay')
2021-07-02 10:45:17,131 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_order_preview_issue') 超时时间：10 访问频率：0.5
2021-07-02 10:45:18,087 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_order_preview_issue')
2021-07-02 10:45:20,288 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_popup_order_ok') 超时时间：10 访问频率：0.5
2021-07-02 10:45:20,467 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_popup_order_ok')
2021-07-02 10:45:22,656 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[4]/android.view.View[1]/android.view.View[1]') 超时时间：10 访问频率：0.5
2021-07-02 10:45:22,865 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[4]/android.view.View[1]/android.view.View[1]')
2021-07-02 10:45:24,873 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[1]/android.view.View[1]/android.view.View[1]') 超时时间：10 访问频率：0.5
2021-07-02 10:45:25,405 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[1]/android.view.View[1]/android.view.View[1]')
2021-07-02 10:45:25,408 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/iv_tabbar_me') 超时时间：10 访问频率：0.5
2021-07-02 10:45:27,520 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/iv_tabbar_me')
2021-07-02 10:45:27,523 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/ll_me_info_bill') 超时时间：10 访问频率：0.5
2021-07-02 10:45:27,640 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/ll_me_info_bill')
2021-07-02 10:45:29,651 INFO [root] [base.py (base_finds:32] - 正在查找元素：('xpath', '//*[@text="对方已接单/未付款"]') 超时时间：0.2 访问频率：0.5
2021-07-02 10:45:32,212 INFO [root] [base.py (base_finds:32] - 正在查找元素：('xpath', '//*[@text="对方已接单/未付款"]') 超时时间：0.2 访问频率：0.5
2021-07-02 10:45:35,051 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="等待接单"]') 超时时间：10 访问频率：0.5
2021-07-02 10:45:36,059 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="等待接单"]')
2021-07-02 10:45:36,062 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_order_details_check_off') 超时时间：10 访问频率：0.5
2021-07-02 10:45:36,203 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_order_details_check_off')
2021-07-02 10:45:36,205 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/btn_pos') 超时时间：10 访问频率：0.5
2021-07-02 10:45:37,743 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/btn_pos')
2021-07-02 10:45:37,747 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_order_details_back') 超时时间：10 访问频率：0.5
2021-07-02 10:45:39,872 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_order_details_back')
2021-07-02 10:45:39,876 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_action_bar_menu_back') 超时时间：10 访问频率：0.5
2021-07-02 10:45:40,262 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_action_bar_menu_back')
2021-07-02 10:45:40,279 INFO [root] [base.py (__init__:18] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="fec13c06-de6d-450e-a467-ad57a4d24ba4")>
2021-07-02 10:45:40,290 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/iv_tabbar_letter') 超时时间：10 访问频率：0.5
2021-07-02 10:45:42,472 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/iv_tabbar_letter')
2021-07-02 10:45:42,476 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="分类"]') 超时时间：10 访问频率：0.5
2021-07-02 10:45:43,305 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="分类"]')
2021-07-02 10:45:43,308 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="大学"]') 超时时间：10 访问频率：0.5
2021-07-02 10:45:43,632 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="大学"]')
2021-07-02 10:45:43,636 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="北京大学"]') 超时时间：10 访问频率：0.5
2021-07-02 10:45:45,280 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="北京大学"]')
2021-07-02 10:45:45,283 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="带我看"]') 超时时间：10 访问频率：0.5
2021-07-02 10:45:46,861 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="带我看"]')
2021-07-02 10:45:46,862 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/et_order_create_service_money') 超时时间：10 访问频率：0.5
2021-07-02 10:45:47,740 INFO [root] [base.py (base_input:48] - 正在对元素：('id', 'com.qjy.teleeye:id/et_order_create_service_money') 执行清空操作
2021-07-02 10:45:48,280 INFO [root] [base.py (base_input:51] - 对元素：('id', 'com.qjy.teleeye:id/et_order_create_service_money') 执行 输入：0.1
2021-07-02 10:45:48,282 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/et_order_create_demand') 超时时间：10 访问频率：0.5
2021-07-02 10:45:49,260 INFO [root] [base.py (base_input:48] - 正在对元素：('id', 'com.qjy.teleeye:id/et_order_create_demand') 执行清空操作
2021-07-02 10:45:50,290 INFO [root] [base.py (base_input:51] - 对元素：('id', 'com.qjy.teleeye:id/et_order_create_demand') 执行 输入：分享留学1
2021-07-02 10:45:50,295 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_order_create_pay') 超时时间：10 访问频率：0.5
2021-07-02 10:45:51,550 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_order_create_pay')
2021-07-02 10:45:51,554 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_order_preview_issue') 超时时间：10 访问频率：0.5
2021-07-02 10:45:52,493 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_order_preview_issue')
2021-07-02 10:45:54,766 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_popup_order_ok') 超时时间：10 访问频率：0.5
